country,HDI.1975,HDI.1976,HDI.1977,HDI.1978,HDI.1979,HDI.1980,HDI.1981,HDI.1982,HDI.1983,HDI.1984,HDI.1985,HDI.1986,HDI.1987,HDI.1988,HDI.1989,HDI.1990,HDI.1991,HDI.1992,HDI.1993,HDI.1994,HDI.1995,HDI.1996,HDI.1997,HDI.1998,HDI.1999,HDI.2000,HDI.2001,HDI.2002,HDI.2003,HDI.2004,HDI.2005,TFR.1975,TFR.1976,TFR.1977,TFR.1978,TFR.1979,TFR.1980,TFR.1981,TFR.1982,TFR.1983,TFR.1984,TFR.1985,TFR.1986,TFR.1987,TFR.1988,TFR.1989,TFR.1990,TFR.1991,TFR.1992,TFR.1993,TFR.1994,TFR.1995,TFR.1996,TFR.1997,TFR.1998,TFR.1999,TFR.2000,TFR.2001,TFR.2002,TFR.2003,TFR.2004,TFR.2005,aTFR.1975,aTFR.1976,aTFR.1977,aTFR.1978,aTFR.1979,aTFR.1980,aTFR.1981,aTFR.1982,aTFR.1983,aTFR.1984,aTFR.1985,aTFR.1986,aTFR.1987,aTFR.1988,aTFR.1989,aTFR.1990,aTFR.1991,aTFR.1992,aTFR.1993,aTFR.1994,aTFR.1995,aTFR.1996,aTFR.1997,aTFR.1998,aTFR.1999,aTFR.2000,aTFR.2001,aTFR.2002,aTFR.2003,aTFR.2004,aTFR.2005,dmeanage1.1975,dmeanage1.1976,dmeanage1.1977,dmeanage1.1978,dmeanage1.1979,dmeanage1.1980,dmeanage1.1981,dmeanage1.1982,dmeanage1.1983,dmeanage1.1984,dmeanage1.1985,dmeanage1.1986,dmeanage1.1987,dmeanage1.1988,dmeanage1.1989,dmeanage1.1990,dmeanage1.1991,dmeanage1.1992,dmeanage1.1993,dmeanage1.1994,dmeanage1.1995,dmeanage1.1996,dmeanage1.1997,dmeanage1.1998,dmeanage1.1999,dmeanage1.2000,dmeanage1.2001,dmeanage1.2002,dmeanage1.2003,dmeanage1.2004,dmeanage1.2005
Moldova,,,,,,0.706815729,0.706262397,0.712235623,0.714909428,0.717062836,0.714396051,0.721290522,0.724664402,0.727378067,0.735890075,0.731895042,0.718250015,0.70091218,0.698682602,0.670750396,0.669129992,0.672187705,0.673934171,0.671434312,0.677764775,0.680363733,0.685012754,0.68861221,0.695038029,0.70188715,0.705421359,2.54,2.555,2.57,2.585,2.6,2.39,2.595,2.8,2.783333333,2.766666667,2.75,2.74,2.73,2.63,2.5,2.39,2.26,2.22,2.1,1.95,1.93,1.67,1.6,1.5,1.4,1.3,1.29,1.28,1.27,1.26,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,0,-0.01,0.15,0.15,0.15,0.15,0.01,0.2,0.16,0.13,0
Mongolia,,,,,,,,,,,,,,,,,,,,,,0.652601357,0.654656465,0.656476752,0.658190361,0.662455705,0.668093664,0.672938543,0.6826266,0.694223114,0.698064822,5.5,5.5,5.5,5.45,5.4,5.35,5.3,5.25,5.166,5.082,4.998,4.914,4.83,4.563333333,4.296666667,4.03,3.795,3.56,3.416666667,3.273333333,3.13,3.015,2.9,2.806,2.712,2.618,2.524,2.43,2.396,2.362,2.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,0.48270394,0.48697019,0.488812663,0.492628438,0.497840286,0.502458509,0.503549565,0.511333818,0.5131672,0.517699772,0.523310296,0.529972702,0.530794628,0.538592445,0.542210514,0.54675911,0.552850485,0.554068993,0.556087107,0.56418837,0.565434622,0.576914791,0.580764318,0.589395101,0.59390401,0.600641794,0.610359138,0.618429693,0.626695387,0.633660072,0.636434193,5.9,5.9,5.9,5.8,5.7,5.6,5.5,5.4,5.2094,5.0188,4.8282,4.6376,4.447,4.2896,4.1322,3.9748,3.8174,3.66,3.5274,3.3948,3.2622,3.1296,2.997,2.87275,2.7485,2.62425,2.5,2.5,2.5,2.433044,2.399566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,0.31886548,0.320323237,0.315139089,0.304490253,0.299858506,0.299828644,0.298319812,0.306026005,0.311343877,0.315468618,0.316096099,0.318207133,0.312458107,0.314619227,0.316914163,0.317465793,0.320116092,0.325126834,0.328624639,0.32961528,0.329626605,0.335795204,0.338801657,0.344317268,0.349706084,0.355847243,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.38,6.36,6.34,6.32,6.3,6.28,6.26,6.24,6.22,6.2,6.14,6.08,6.02,5.96,5.9,5.8224,5.7448,5.6672,5.5896,5.512,5.441333333,5.370666667,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,,,,,,0.651797721,0.654174466,0.655826406,0.655793933,0.656338189,0.656969077,0.659489951,0.66109971,0.659842483,0.659208679,0.659140275,0.662308088,0.666623114,0.660607644,0.659708334,0.65713784,0.654078632,0.651606175,0.642909129,0.634411607,0.626822187,0.619741498,0.610811143,0.608412337,0.608221945,0.605399841,6.5,6.5,6.5,6.47,6.44,6.41,6.38,6.35,6.31,6.27,6.23,6.19,6.15,6.0764,6.0028,5.9292,5.8556,5.782,5.5856,5.3892,5.1928,4.9964,4.8,4.6302,4.4604,4.2906,4.1208,3.951,3.8556,3.7602,3.6648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,0.366589608,0.367747022,0.368156365,0.372471621,0.375684744,0.376283981,0.382639731,0.386595284,0.386909497,0.394044929,0.399356603,0.403837131,0.406769433,0.413233975,0.418049482,0.422877598,0.42881508,0.437102504,0.445048237,0.455657951,0.46352103,0.472486755,0.481430528,0.487422293,0.494279796,0.503435632,0.509320181,0.513219493,0.516069355,0.520929385,0.524130695,5.65,5.65,5.65,5.6222,5.5944,5.5666,5.5388,5.511,5.4634,5.4158,5.3682,5.3206,5.273,5.2178,5.1626,5.1074,5.0522,4.997,4.8716,4.7462,4.6208,4.4954,4.37,4.2378,4.1056,3.9734,3.8412,3.709,3.6266,3.5442,3.4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NL,0.881259345,0.884088432,0.88832551,0.888922476,0.892114705,0.893362669,0.893758232,0.893083363,0.894819065,0.896691229,0.898173876,0.899500963,0.90258187,0.904884905,0.906283601,0.908914916,0.910477405,0.913084607,0.912383064,0.917107518,0.919625262,0.922234399,0.926977511,0.930435013,0.932989258,0.936224229,0.938620159,0.93858129,0.939715606,0.940660348,0.945183346,1.664,1.632,1.579,1.583,1.563,1.602,1.563,1.495,1.468,1.491,1.511,1.553,1.558,1.55,1.55,1.62,1.61,1.59,1.57,1.57,1.53,1.53,1.53,1.628,1.65,1.723,1.71,1.731,1.75,1.73,1.73,1.791906498,1.738185088,1.717564859,1.736435083,1.701439228,1.733590234,1.749615613,1.735962574,1.730630877,1.816857205,1.905057029,1.97167847,1.93213142,1.847083454,1.865054408,1.960535383,1.958025065,1.928200277,1.818954736,1.798196158,1.799564299,1.707763651,1.707169608,1.733154408,1.684962319,1.775280022,1.773547263,1.811537497,1.875868066,1.826843429,1.784773413,0,0.12,0.12,0.11,0.14,0.05,0.12,0.15,0.2,0.18,0.26,0.27,0.27,0.16,0.11,0.16,0.16,0.22,0.18,0.07,0.2,0.15,0.03,0.14,-0.05,-0.06,0.01,0.04,0.09,0.11,0.07
New Zealand,0.852846851,0.854054992,0.850250837,0.854612309,0.855060871,0.854157308,0.859773072,0.862064911,0.863141988,0.868592323,0.865692598,0.868378338,0.868446479,0.868990513,0.870738061,0.872987971,0.875130943,0.877668896,0.884216774,0.890847485,0.893472717,0.89680673,0.901916315,0.907841963,0.911312058,0.916790845,0.919344553,0.924641911,0.92850677,0.936691223,0.938215667,2.331,2.273,2.229,2.07,2.12,2.03,2.01,1.95,1.92,1.93,1.93,1.96,2.03,2.1,2.12,2.18,2.16,2.12,2.05,2.02,2.01,1.96,1.96,1.97,1.98,2.02,1.97,1.9,1.94,2.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,0.633329615,0.634364325,0.637061818,0.632850416,0.61609776,0.619002323,0.622337096,0.622342843,0.626293913,0.626924325,0.626188928,0.627285192,0.628624027,0.624291351,0.626386815,0.62933811,0.632178912,0.636424262,0.638028639,0.641721223,0.646854433,0.65234923,0.656638674,0.660436878,0.666042791,0.669842799,0.674666774,0.679791823,0.68367535,0.688210723,0.692634804,6.4,6.4,6.4,6.32,6.24,6.16,6.08,6,5.84,5.68,5.52,5.36,5.2,5.08,4.96,4.84,4.72,4.6,4.46,4.32,4.18,4.04,3.9,3.78,3.66,3.54,3.42,3.3,3.2282,3.1564,3.0846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,0.27989215,0.278579226,0.281042724,0.286944055,0.289649272,0.287254039,0.286449066,0.286198404,0.281840448,0.269937488,0.272418958,0.274186205,0.272558065,0.275746272,0.275741389,0.274502851,0.275364834,0.271255759,0.272819976,0.275736075,0.277857335,0.280375994,0.282503167,0.288005278,0.287670126,0.28730838,0.292022496,0.295003609,0.298210317,0.299325073,0.303541392,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.1962,8.1924,8.1886,8.1848,8.181,8.1756,8.1702,8.1648,8.1594,8.154,8.1042,8.0544,8.0046,7.9548,7.905,7.8258,7.7466,7.6674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,0.40217285,0.405363703,0.406929895,0.403370096,0.40677642,0.40888863,0.400941642,0.400739309,0.397381545,0.394287493,0.399056949,0.400015658,0.399175519,0.403437393,0.406314667,0.409715638,0.411330493,0.414559512,0.416726116,0.417753452,0.420116318,0.423466866,0.425977864,0.427140445,0.427897492,0.432741309,0.436051722,0.438541631,,,,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.8868,6.8736,6.8604,6.8472,6.834,6.7942,6.7544,6.7146,6.6748,6.635,6.5572,6.4794,6.4016,6.3238,6.246,6.1368,6.0276,5.9184,5.8092,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,0.871365108,0.875504871,0.879524894,0.881388605,0.883610216,0.887484734,0.888993648,0.889694989,0.891719828,0.895693812,0.896630587,0.900186261,0.900192199,0.900647702,0.902495411,0.903657777,0.907833192,0.912347192,0.915228037,0.922648475,0.926879857,0.933658659,0.938034754,0.942121385,0.944664302,0.947348966,0.94921425,0.950759275,0.956787469,0.960611252,0.961357165,1.991,1.871,1.76,1.775,1.755,1.72,1.7,1.69,1.66,1.66,1.68,1.71,1.8,1.84,1.88,1.93,1.92,1.88,1.86,1.87,1.87,1.89,1.86,1.81,1.85,1.85,1.784,1.754,1.8,1.81,1.84,1.991,1.871,1.76,1.775,1.755,1.72,1.7,1.69,1.66,1.66,1.68,1.71,1.8,1.84,1.88,1.93,1.92,2.127751568,2.149275166,2.134072735,2.135490299,2.130483834,2.114803465,2.01438054,1.973625635,2.061713425,2.055413345,2.05974911,2.08579106,1.986891554,1.962889923,0,0,0,0,0,-0.02,-0.02,-0.02,-0.02,-0.01,-0.01,-0.01,0.14,0.13,0.09,0.14,0.17,0.12,0.13,0.22,0.11,0.14,0.21,0.14,-0.02,0.07,0.15,0.16,0.25,0.16,0.09
Oman,0.646430118,0.6540927,0.65181736,0.652814833,0.658222647,0.664519551,0.67630653,0.685447047,0.696767441,0.708263297,0.718644542,0.723037833,0.724553137,0.72969628,0.737845776,0.739742627,0.7449939,0.753496641,0.758381599,0.762215751,0.766771461,0.770388391,0.775692751,0.779391076,0.781764955,0.786865849,0.793080627,0.79635219,0.798374246,0.800752849,0.802079323,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.12,7.04,6.96,6.88,6.8,6.7,6.6,6.5,6.4,6.3,6.06,5.82,5.58,5.34,5.1,4.8362,4.5724,4.3086,4.0448,3.781,3.6678,3.5546,3.4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,0.417773276,0.418818606,0.419238235,0.424941296,0.428430059,0.435323215,0.441098514,0.44621541,0.450585285,0.454060683,0.458863748,0.462586044,0.466823698,0.471042284,0.473914437,0.476525744,0.479457229,0.483800402,0.485614969,0.488500444,0.492066288,0.495576012,0.497041297,0.49949654,0.503215837,0.506586487,0.509056081,0.511899562,0.525807298,0.536509142,0.546215396,7,7,7,7,7,7,7,7,6.84,6.68,6.52,6.36,6.2,6.08,5.96,5.84,5.72,5.6,5.45,5.3,5.2,5.1,5,4.885,4.77,4.68,4.59,4.5,4.5,4.31,4.116667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,0.725252233,0.724732091,0.723967096,0.729762166,0.732871992,0.734171821,0.739798361,0.743454614,0.740886474,0.742384055,0.745095533,0.747090014,0.746133172,0.738108963,0.738941115,0.743241969,0.748909063,0.755138752,0.759843043,0.763157449,0.765878335,0.769179441,0.774427498,0.780208504,0.784201799,0.788163549,0.789433135,0.791697574,0.795274884,0.798723276,0.801444096,4.055,4.055,4.055,3.947,3.839,3.731,3.623,3.515,3.4522,3.3894,3.3266,3.2638,3.201,3.1348,3.0686,3.0024,2.9362,2.87,2.854,2.838,2.822,2.806,2.79,2.772,2.754,2.736,2.718,2.7,2.6722,2.6444,2.6166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,0.454335531,0.451068864,0.45016325,0.456127377,0.458539361,0.458654412,0.459922046,0.461545611,0.46419219,0.464888699,0.467977575,0.47145274,0.473908415,0.475340061,0.474348919,0.472406093,0.4771909,0.485096657,0.495150951,0.499116805,0.498016907,0.502958625,0.501563445,0.500604141,0.505867632,0.506147513,0.505138724,0.506363916,0.508636188,0.511163764,0.514048232,5.871,5.871,5.871,5.7916,5.7122,5.6328,5.5534,5.474,5.4214,5.3688,5.3162,5.2636,5.211,5.1768,5.1426,5.1084,5.0742,5.04,4.9612,4.8824,4.8036,4.7248,4.646,4.5362,4.4264,4.3166,4.2068,4.097,3.9968,3.8966,3.7964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paraguay,0.67895901,0.681070182,0.685077769,0.689876262,0.694693982,0.701271395,0.704789088,0.701694191,0.698981446,0.699636385,0.700721319,0.69957996,0.700764329,0.703438809,0.705863012,0.706912139,0.707697102,0.710558205,0.714660715,0.718762439,0.723816338,0.726174696,0.729980831,0.732456532,0.73380418,0.734809351,0.738169809,0.741843,0.741705039,0.744390882,0.746139928,5.15,5.15,5.15,5.17,5.19,5.21,5.23,5.25,5.18,5.11,5.04,4.97,4.9,4.83,4.76,4.69,4.62,4.55,4.4732,4.3964,4.3196,4.2428,4.166,4.1074,4.0488,3.9902,3.9316,3.873,3.8066,3.7402,3.6738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,0.68117143,0.680726204,0.67943661,0.681455421,0.68648229,0.690097192,0.695923556,0.697594536,0.692418973,0.697071417,0.700456855,0.707622578,0.713785714,0.710140703,0.704677212,0.703246233,0.705994911,0.708316456,0.712615516,0.72115888,0.72759264,0.730819035,0.7363623,0.737770152,0.740075746,0.742995808,0.744575397,0.748036815,0.750471961,0.754422032,0.758709022,5.378,5.378,5.378,5.2324,5.0868,4.9412,4.7956,4.65,4.54,4.43,4.32,4.21,4.1,4.02,3.94,3.86,3.78,3.7,3.6,3.5,3.4,3.3,3.2,3.1328,3.0656,2.9984,2.9312,2.864,2.80672,2.7505856,2.695573888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippines,0.675765802,0.678923555,0.680423433,0.683980464,0.687818376,0.69143963,0.694186005,0.69707603,0.699111753,0.695890856,0.692677226,0.695549385,0.698901012,0.703782522,0.708387163,0.711320071,0.712063151,0.713810781,0.716188137,0.719810697,0.723612192,0.7280559,0.732176437,0.732824473,0.735675681,0.739908804,0.742116517,0.746875551,0.750652916,0.754973897,0.75780373,5.5,5.5,5.5,5.39,5.28,5.17,5.06,4.95,4.87,4.79,4.71,4.63,4.55,4.4686,4.3872,4.3058,4.2244,4.143,4.043,3.943,3.843,3.743,3.643,3.6144,3.5858,3.5572,3.5286,3.5,3.4,3.3,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,0.788653608,0.782752979,0.788664972,0.795275645,0.800396678,0.807062347,0.814217866,0.822070514,0.828570628,0.833169,0.841914178,0.848015058,0.852358508,0.856231294,0.855982971,0.862288777,2.27,2.302,2.23,2.205,2.28,2.276,2.235,2.336,2.416,2.372,2.329,2.22,2.154,2.13,2.078,2.04,2.05,1.93,1.85,1.798,1.61,1.58,1.513,1.431,1.366,1.337,1.288,1.24,1.22,1.23,1.24,2.27,2.302,2.23,2.205,2.28,2.276,2.235,2.336,2.416,2.372,2.329,2.22,2.154,2.13,2.078,2.04,2.21,2.105793738,2.07,2.01,1.902224402,1.862495967,1.801545541,1.690163465,1.613294139,1.59459693,1.573065953,1.539552223,1.503345502,1.486178369,1.535641805,0,0.01,-0.01,0,0.02,0.01,-0.01,-0.03,0.03,0.01,0,-0.01,-0.04,-0.01,-0.02,-0.07,-0.02,0.11,0.09,0.14,0.11,0.12,0.16,0.13,0.17,0.18,0.25,0.23,0.26,0.28,0.21
Portugal,0.773901161,0.776032995,0.778474259,0.781688171,0.786415518,0.790594598,0.793289584,0.796408588,0.798182465,0.799045254,0.802572163,0.806944476,0.812590031,0.817308449,0.821509847,0.820277518,0.821299132,0.82703304,0.83235734,0.839644371,0.848404791,0.854027021,0.86246702,0.870311737,0.877988347,0.885951258,0.890644146,0.89264047,0.893758622,0.892287467,0.894538135,2.517,2.569,2.448,2.231,2.112,2.19,2.144,2.19,1.946,1.92,1.74,1.63,1.57,1.53,1.48,1.43,1.42,1.48,1.53,1.44,1.38,1.43,1.46,1.46,1.49,1.52,1.42,1.42,1.44,1.42,1.4,2.517,2.569,2.448,2.231,2.112,2.19,2.144,2.19,1.946,1.92,1.74,1.63,1.57,1.53,1.48,1.887640903,1.880459829,1.79855114,1.774376676,1.776772868,1.717676244,1.651565036,1.71951182,1.792944306,1.789077261,1.754571579,1.679219734,1.807578143,1.701616416,1.588272714,1.64992029,0,-0.3,-0.1,0,0,0.44,-0.05,-0.03,-0.06,0.1,0.16,0.05,0.13,0.17,0.17,0.23,0.19,0.17,0.16,0.18,0.19,0.12,0.09,0.13,0.21,0.12,0.16,0.16,0.28,0.09,0.17
Romania,,,,,,0.764305176,0.765890633,0.768670585,0.772860778,0.775497376,0.775463725,0.77537481,0.774036792,0.774378268,0.771610946,0.769442148,0.762050858,0.75843927,0.758839275,0.761475987,0.76585765,0.76698259,0.763766807,0.763539139,0.770680768,0.775392954,0.781241748,0.786423331,0.793700467,0.801207083,0.807733878,2.6,2.55,2.57,2.52,2.48,2.43,2.36,2.166,2.06,2.26,2.31,2.386,2.313,2.306,2.2,1.84,1.57,1.52,1.44,1.41,1.343,1.3,1.32,1.32,1.3,1.31,1.27,1.26,1.27,1.29,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,0,0.03,0.01,-0.09,0.04,-0.02,0.01,0.01,0.08,0.06,0.01,-0.1,-0.11,0.12,0.05,0.02,-0.1,0.05,0.07,0.16,0.2,0.17,0.13,0.16,0.09,0.13,0.18,0.24,0.15,0.29,0.3
Russia,,,,,,,,,,,,,,,0.817008844,0.813852396,0.808717447,0.791268836,0.775731546,0.765929829,0.768045362,0.77176891,0.777116664,0.773520404,0.773290112,0.776806349,0.782629611,0.785710998,0.791680603,0.801249927,0.808064336,1.98,1.97,1.95,1.92,1.9,1.89,1.91,2.04,2.11,2.06,2.05,2.15,2.22,2.12,2.01,1.89,1.732,1.552,1.385,1.4,1.34,1.277,1.23,1.24,1.17,1.21,1.245,1.28,1.28,1.34,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,0,-0.08,-0.04,-0.1,-0.07,-0.04,0.03,-0.01,-0.03,-0.04,-0.01,0.04,-0.03,0,-0.16,-0.14,-0.05,0,-0.04,-0.01,0.14,0.21,0.09,0.15,0.17,0.25,0.12,0.09,0.1,0.13,0.14
Rwanda,0.385994725,0.394094778,0.393346381,0.397440558,0.40292741,0.40698628,0.409347125,0.409886158,0.407879864,0.400026772,0.39671022,0.393510104,0.387061768,0.366293893,0.344144363,0.322161353,0.301988032,,0.309073019,0.291745784,0.327449865,0.349763763,0.370215928,0.379611954,0.388947474,0.399225121,0.407696971,0.419422047,0.423069945,0.429566297,0.433230779,8.492,8.492,8.492,8.4936,8.4952,8.4968,8.4984,8.5,8.45,8.4,8.35,8.3,8.25,7.98,7.71,7.44,7.17,6.9,6.76,6.62,6.48,6.34,6.2,6.05,5.9,5.94,5.98,6.02,6.06,6.1,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,0.693148429,0.69493704,0.697181585,0.700809258,0.705224872,0.706875228,0.709134658,0.714191875,0.7146812,0.716367419,0.720195018,0.724131783,0.724363519,0.729635829,0.735244114,0.737363202,0.740115056,0.742817289,0.745189584,0.750384667,0.754078885,0.757320842,0.76045746,0.765439082,5.7,5.7,5.7,5.66,5.62,5.58,5.54,5.5,5.4,5.3,5.2,5.1,5,4.92,4.84,4.76,4.68,4.6,4.58,4.56,4.54,4.52,4.5,4.5,4.375,4.25,4.125,4,4,3.98,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,0.693484314,0.697188362,0.697912239,0.6991898,0.706138383,0.711311663,0.715480965,0.710555563,0.706203339,0.704941846,0.703062048,0.70648356,0.70498284,0.709447504,0.709843476,0.714994388,0.72088878,0.728531329,0.733419872,0.738822394,0.744126889,0.751250854,0.757992116,0.764171419,0.768901321,0.776454439,0.780763692,0.784628705,0.794114077,0.799795866,0.802803127,7.278,7.278,7.278,7.2332,7.1884,7.1436,7.0988,7.054,6.895,6.736,6.577,6.418,6.259,6.1364,6.0138,5.8912,5.7686,5.646,5.4894,5.3328,5.1762,5.0196,4.863,4.7082,4.5534,4.3986,4.2438,4.089,4.089,3.96,3.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,0.34245856,0.34580267,0.342931293,0.343630518,0.350308188,0.35128682,0.353415975,0.364090842,0.367539474,0.367484743,0.371752012,0.376388627,0.380727189,0.384559178,0.386852401,0.392103405,0.395058398,0.399891618,0.400251142,0.40345765,0.40790254,0.412348118,0.415843417,0.420130503,0.425333784,0.429877714,0.434807453,0.437704142,0.443611117,0.449486801,0.454632458,7.004,7.004,7.004,7.0032,7.0024,7.0016,7.0008,7,6.96,6.92,6.88,6.84,6.8,6.68,6.56,6.44,6.32,6.2,6.08,5.96,5.84,5.72,5.6,5.4898,5.3796,5.2694,5.1347,5,5.3,5.1,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,0.293887882,0.292619817,0.291603515,0.293601469,0.296726922,0.300029689,0.302310812,0.30563252,0.304705665,0.307064258,0.303987019,0.304419657,0.3079114,0.300845369,0.298550257,0.298100173,0.297558775,0.285187464,0.288284274,0.289494475,0.286959399,0.291561726,0.282487432,0.283076603,0.279036524,0.281363001,0.295166032,0.315895369,0.328325567,0.340039129,0.347281749,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.4942,6.4884,6.4826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,,,,,,,,,,0.810491042,0.811980108,0.815407975,0.816949597,0.818415317,0.817856501,0.815977256,0.806937396,0.807887108,0.809231576,0.811517893,0.814249674,0.820663714,0.823953129,0.825121271,0.827248178,0.830801113,0.835525873,0.839189909,0.843136404,0.8484484,0.85310312,2.56,2.51,2.46,2.41,2.36,2.31,2.2864285,2.262857,2.239285667,2.215714333,2.192143,2.1685715,2.145,2.146,2.081,2.086,2.05,1.98,1.92,1.66,1.52,1.47,1.43,1.38,1.33,1.3,1.2,1.18,1.2,1.24,1.25,2.500486997,2.475431238,2.398631564,2.370894757,2.323280383,2.252398673,2.247725129,2.234140627,2.245661633,2.209167788,2.258573953,2.247655967,2.214822534,2.164251769,2.075518321,2.035937865,2.026503729,2.111188722,2.142669739,1.960548219,1.774059302,1.768599415,1.810799375,1.737476665,1.733168565,1.634156594,1.525516901,1.605950121,1.61448986,1.686778681,1.684973176,0,0,-0.01,-0.02,-0.02,-0.01,0.02,-0.06,-0.01,-0.01,-0.02,0,0.01,0.03,-0.01,0,-0.14,0.04,0.11,0.15,0.18,0.17,0.21,0.21,0.23,0.33,0.17,0.37,0.3,0.33,0.35
